"","created_at.x","text","student_debt","status_quo","des_moines","covid_19","dem_debate","fossil_fuel","social_security","corporate_greed","political_revolution","super_tuesday","unemployment_benefits","paid_sick","polling_place","health_insurance","special_interests","fossil_fuel.1","new_deal","town_hall","look_forward","immigration_system","donald_trump","fight_justice","white_house","working_class","health_insurance.1","postal_service","economy_works","living_wage","environmental_justice","criminal_justice"
"1","2019-11-05T14:23:36Z","i encourage albuquerque residents to vote yes on proposition 2 today we must move to publicly fund elections across the country in order to ensure a fair playing field free of the corrupting influence of large donors ",0.0772340775804379,0.00367099189474067,0.00217009713055433,0.00391045088845701,0.00328187102995162,0.00260197852993558,0.00253997575477689,0.597484397749941,0.078012319310016,0.00470579683187199,0.00384631008656869,0.00383134389946143,0.00297399518088775,0.0775868519908236,0.00390403680826818,0.0034678793554277,0.00453689272023279,0.00309800073120514,0.00468655459130549,0.00357478069190821,0.00465020813690213,0.0774500182801285,0.00353202015731601,0.00360471306612276,0.00551610896239425,0.00326690484284434,0.0039318311557531,0.00387410443405363,0.00400666209128946,0.00304882611642411
"2","2019-11-05T15:21:30Z","election day should be a national holiday",0.00275226111844592,0.00319731552122574,0.00189008459757958,0.003405876580269,0.00285840380028044,0.0022662393647826,0.0022122369477089,0.842970281911239,0.00343008456033653,0.0040985972406627,0.00335001201088241,0.00333697694469221,0.00259025386722482,0.00305951625007216,0.00340029012333035,0.00302041105150154,0.00395148720794468,0.00269825870137222,0.00408183786984672,0.00311351866714586,0.00405018128052766,0.00294033850204744,0.00307627562088814,0.00313958879952627,0.00480435296724661,0.00284536873409023,0.00342449810339786,0.00337421999094994,0.068005802466607,0.00265542919817583
"3","2019-11-05T15:37:53Z","jeff bezos and amazon think they can buy elections

they spent 1 million to stop city council candidates d 1 for lisa tammy morales sea vote sawant and elect scott 2019

show amazon that they cant buy our democracy and that their corporate greed wont stand get out and vote",0.122665887921872,0.00583039889164694,0.00344662485440981,0.00621071611696113,0.00521238340051139,0.00413255413578004,0.00403407913993976,0.00776933760284694,0.594490154198261,0.0074739126153261,0.0061088454316091,0.00608507560502697,0.00472340411082172,0.00557911786777864,0.00620052904842593,0.00550780838803222,0.00720565314389913,0.00492035410250228,0.00744335140972049,0.00567759286361892,0.00738562468802103,0.00536179373902768,0.123256737896914,0.0057251325167832,0.00876087894027323,0.00518861357392925,0.00624467301207846,0.00615298939526165,0.00636352214498915,0.0048422532437324
"4","2019-11-05T17:28:01Z","thank you to all those in manassas who came to help us get out the vote we need everyone to turn out today in your state and local elections go to ",0.00243771699062353,0.00283190803308566,0.00167407492928477,0.00301663354252398,0.00253172908024839,0.00200724058023602,0.00195940986797074,0.00377367826423994,0.00303807489629807,0.917915900413158,0.00296715349535299,0.0029556081510131,0.00229422485382769,0.00270985725006391,0.00301168553780688,0.00267522121704422,0.00349988866989386,0.00238988627835825,0.00361534211329281,0.00275768796232919,0.00358730341989593,0.00260429981609916,0.00272470126421521,0.00278077865100898,0.00425528405670414,0.00252018373590849,0.00303312689158097,0.00298859484912709,0.00309085361328044,0.00235195157552717
"5","2019-11-05T18:46:27Z","homelessness isnt a crime its a symptom of the greed that is destroying housing in america

when we are in the white house we will stop the criminalization of homelessness and invest 32 billion over five years to end homelessness once and for all ",0.00370956933355755,0.00430942526773904,0.00254750532717247,0.00459052930384083,0.00385263120907364,0.00305449653514177,0.611677362842564,0.00574255388036513,0.00462315745088836,0.0055241962808932,0.00451523357988499,0.00449766457762863,0.00349121173408562,0.00412369581531464,0.00458299973144525,0.00407098880854556,0.00532591754114284,0.0036367834670669,0.00550160756370645,0.0911530034209357,0.00545893998679815,0.0039630649375422,0.0041462845325014,0.00423161968631802,0.00647543226020195,0.177748105685078,0.00461562787849277,0.00454786172693253,0.00470347288977459,0.00357905674536743
"6","2019-11-05T21:48:32Z","bernie has brought together one of the most diverse coalitions ever in american politics of people who have been left behind of working class people to demand a better society swalker 06 ",0.0170640189343647,0.0198233562315996,0.0117185245049934,0.0211164347976678,0.0177221035617387,0.0140506840616521,0.0137158690757952,0.0264157478496796,0.0212665242740865,0.0254113028921087,0.0207700744674709,0.0206892570570917,0.0160595739767939,0.0189690007504474,0.0210817987646482,0.0187265485193096,0.0244992206892571,0.0167292039485078,0.0253073947930497,0.0193038157363043,0.0251111239392715,0.0182300987126941,0.0190729088495064,0.0194654505570629,0.429786988396929,0.0176412861513595,0.0212318882410668,0.0209201639438896,0.0216359752929631,0.0164636610286902
"7","2019-11-05T23:27:29Z","we are ready to take on the greed of fossil fuel executives and the billionaire class who stand in the way of climate action 

join our climate crisis summit this saturday in des moines with aoc naomi aklein and more rsvp here ",0.00243771699062353,0.00283190803308566,0.00167407492928477,0.00301663354252398,0.00253172908024839,0.00200724058023602,0.00195940986797074,0.00377367826423994,0.00303807489629807,0.00363018612744411,0.00296715349535299,0.0029556081510131,0.00229422485382769,0.231281285821492,0.00301168553780688,0.00267522121704422,0.00349988866989386,0.00238988627835825,0.00361534211329281,0.00275768796232919,0.00358730341989593,0.00260429981609916,0.00272470126421521,0.00278077865100898,0.68996956977099,0.00252018373590849,0.00303312689158097,0.00298859484912709,0.00309085361328044,0.00235195157552717
"8","2019-11-05T23:39:34Z","youre gonna want to know swalker 06 ",0.00275226111844592,0.325777960682516,0.00189008459757958,0.003405876580269,0.00285840380028044,0.0022662393647826,0.0022122369477089,0.00426060449188381,0.00343008456033653,0.0040985972406627,0.00335001201088241,0.00333697694469221,0.00259025386722482,0.00305951625007216,0.0679164191555884,0.00302041105150154,0.00395148720794469,0.00269825870137222,0.00408183786984672,0.00311351866714586,0.00405018128052766,0.00294033850204744,0.519205307878953,0.00313958879952627,0.00480435296724661,0.00284536873409024,0.00342449810339786,0.00337421999094994,0.00348967343434889,0.00265542919817583
"9","2019-11-06T00:00:00Z","congratulations to the la city council for recognizing that we need medicare for all and that the forprofit health insurance racket must end no one should struggle to afford the care they need and the american people are with us ",0.00230594850464388,0.00267883192318914,0.00158358439256667,0.00285357226995511,0.00239487885969442,0.00189874108941245,0.0018534958210534,0.00356969565536211,0.00287385463163331,0.00343395985028496,0.0028067668199285,0.00279584554825564,0.00217021269956674,0.00256337847979018,0.00284889172495245,0.00253061466477156,0.0573647595526023,0.110368811344393,0.00341991821527698,0.110716731856257,0.652042043775577,0.00246352685306677,0.00257742011479817,0.00263046629149498,0.0040252687022877,0.00238395758802155,0.00286917408663064,0.00282704918160671,0.00292378044499501,0.0022248190579311
"10","2019-11-06T00:42:48Z","you guys have won a victory that will not only be for chicago but be for the whole country thanks for the support bernie sanders ctulocal 1 ",0.00258545741429769,0.00300353882296964,0.00177553401590809,0.00319945981782846,0.00268516720632405,0.00212889152449275,0.00207816198118109,0.00400238603783024,0.00322220064758886,0.00385019740789526,0.00314698097991984,0.00313473591774117,0.00243326878436271,0.00287409102279506,0.185012393752219,0.00283735583625902,0.00371200313473592,0.00253472787098602,0.00383445375652268,0.00292482056610672,0.00380471574837447,0.00276213616859002,0.00288983467416764,0.730222037963191,0.00451318006014075,0.00267292214414537,0.00321695276379799,0.00316972180968025,0.00327817807469138,0.00249449409525609
